DLR_KEY,DLR_TOP_LVL,DLR_TOP_LVL_DESC,DLR_GRP_ID,DLR_GRP_NM,DLR_ID,BRANCH_ESTB_DT,BRANCH_CLOSED_DT,SELLG_AGRMT_RQRD_FLG,SELLG_AGRMT_12B1_FLG,PAYOUT_FREQ_CD,PAYOUT_FREQ_DESC,STMT_FREQ_CD,STMT_FREQ_DESC,RECV_12B1_TAPE_FLG,AUTO_DIVD_CHK_FLG,WIRE_INCL_ACCRL_FLG,SIPC_INSD_FLG,DLR_FDIC_SELL_FLG,SEC_ID,MBR_SHIP_TYPE_CD,MBR_SHIP_TYPE,INVAL_REP_HNDLG_CD,INVAL_REP_HNDLG_DESC,INVMT_SLIP_ADDR_CD,INVMT_SLIP_ADDR,TRSTE_DFLT_DLR_ID,GRP_SALES_CHNL_ID,GRP_FINCL_INST_ID,DIVD_CONFIRM_SPRSN_FLG,DAILY_CONFIRM_SPRSN_FLG,ONLN_INVAL_REP_HNDLG_FLG,DLR_REP_ST_LIC_VLDN_FLG,DLR_INVAL_REP_ST_LIC_ACTN_FLG,NASD_REGSTN_VLDN_LIC_FLG,INVAL_REP_NASD_REGSTR_FLG,DLR_NM,ADDR_LINE_1,ADDR_LINE_2,ADDR_LINE_3,ADDR_LINE_4,CITY_NM,ST,POSTL_ZIP_CD,CRTY,ROW_STRT_DTTM,ROW_STOP_DTTM,CURR_ROW_FLG,ETL_LOAD_CYC_KEY,SRC_SYS_ID,SPR_ONBS_FLG,ONBS_FLG,INTRL_CNTL_DOC_DT,LTST_CNTL_AUDT_RECPT_DT,INACTV_DT,ACTV_FLG
51,All,All Dealers,39,MASSACHUSETTS MUTUAL LIFE,504534,2009-09-25 00:00:00,,Y,Y,M,Monthly,ZZ,Not Applicable,N,Y,Y,Z,Z,4534.0,1,Trustee,D,Default,Z,No investment slip is included,5471.0,,5471.0,Y,Y,G,N,Z,N,Z,MASS MUTUAL LIFE INSURANCE COMPANY,ATTN: FUND OPERATIONS MIP C105,1295 STATE STREET,,,SPRINGFIELD,MA,1111.0,UNITED STATES,2020-02-25 02:21:27,,Y,426910.0,4,N,Y,2013-08-20 00:00:00,,,Y
52,All,All Dealers,,PITCO A PARTNERSHIP,309014,2007-07-31 00:00:00,2018-10-17 00:00:00,Y,Y,M,Monthly,ZZ,Not Applicable,N,Y,Y,Z,Z,0.0,0,Broker,D,Default,Z,No investment slip is included,0.0,,0.0,Y,Y,G,N,Z,N,Z,PITCO A PARTNERSHIP,PO BOX 2305,,,,SALEM,OR,97308.0,UNITED STATES,2020-02-25 02:21:27,,Y,426910.0,4,,,,,,Y
53,All,All Dealers,58,T ROWE PRICE,707117,2003-08-18 00:00:00,,Y,Y,M,Monthly,ZZ,Not Applicable,N,Y,Y,Z,Z,7117.0,2,Third Party Administrator,R,Reject,Z,No investment slip is included,0.0,,0.0,Y,Y,B,N,Z,N,Z,T ROWE PRICE RETIREMENT PLAN,100 E PRATT ST,,,,BALTIMORE,MD,21202.0,UNITED STATES,2020-02-25 02:21:27,,Y,426910.0,4,Y,N,2013-01-23 00:00:00,,,Y
54,All,All Dealers,49,PRINCIPAL,500375,2009-08-03 00:00:00,,Y,Y,M,Monthly,ZZ,Not Applicable,N,Y,Y,Z,Z,375.0,1,Trustee,R,Reject,Z,No investment slip is included,5471.0,,5471.0,Y,Y,B,N,Z,N,Z,"PRINCIPAL SECURITIES, INC.",711 HIGH STREET,,,,DES MOINES,IA,50392.0,UNITED STATES,2020-02-25 02:21:27,,Y,426910.0,4,N,Y,2013-08-15 00:00:00,,,Y
55,All,All Dealers,55,SEI PRIVATE TRUST COMPANY,502039,2002-05-25 00:00:00,,Y,Y,M,Monthly,ZZ,Not Applicable,N,Y,Y,Z,Z,2039.0,1,Trustee,R,Reject,Z,No investment slip is included,5471.0,,5471.0,Y,Y,B,N,Z,N,Z,SEI PRIVATE TRUST COMPANY,ONE FREEDOM VALLEY DR,,,,OAKS,PA,19456.0,UNITED STATES,2020-02-25 02:21:27,,Y,426910.0,4,N,N,2013-08-19 00:00:00,,,Y
56,All,All Dealers,,GSB & CO,309015,2007-07-31 00:00:00,2018-10-17 00:00:00,Y,Y,M,Monthly,ZZ,Not Applicable,N,Y,Y,Z,Z,0.0,0,Broker,D,Default,Z,No investment slip is included,0.0,,0.0,Y,Y,G,N,Z,N,Z,GSB & CO,800 WAUKEGAN ROAD,,,,GLENVIEW,IL,60025.0,UNITED STATES,2020-02-25 02:21:27,,Y,426910.0,4,,,,,,Y
57,All,All Dealers,78,VALIC FINANCIAL ADVISORS,209004,2003-08-15 00:00:00,2013-04-23 00:00:00,Y,Y,M,Monthly,ZZ,Not Applicable,N,Y,Y,Z,Z,0.0,0,Broker,D,Default,Z,No investment slip is included,0.0,,0.0,Y,Y,G,N,Z,N,Z,AIG VALIC RETIREMENT SERVICES,2929 ALLEN PARKWAY,,,,HOUSTON,TX,77019.0,UNITED STATES,2020-02-25 02:21:27,,Y,426910.0,4,U,U,2012-11-16 00:00:00,,,Y
58,All,All Dealers,00,WATERSTONE FINANCIAL GROUP,209036,2002-05-25 00:00:00,2014-06-27 00:00:00,Y,Y,M,Monthly,ZZ,Not Applicable,N,Y,Y,Z,Z,727.0,0,Broker,D,Default,Z,No investment slip is included,0.0,,0.0,Y,Y,G,N,Z,N,Z,WATERSTONE FINANCIAL GROUP,120N LASALLE ST,SUITE 3750,,,CHICAGO,IL,60602.0,UNITED STATES,2020-02-25 02:21:27,,Y,426910.0,4,N,N,2012-08-21 00:00:00,,,Y
59,All,All Dealers,00,"KEYSTONE FINANCIAL PLANNING, INC.",209068,2006-03-03 00:00:00,,Y,Y,M,Monthly,ZZ,Not Applicable,N,Y,Y,Z,Z,0.0,0,Broker,D,Default,Z,No investment slip is included,0.0,,0.0,Y,Y,G,N,Z,N,Z,"KEYSTONE FINANCIAL PLANNING, INC.",7261 ENGLE RD,#308,,,CLEVELAND,OH,44130.0,UNITED STATES,2020-02-25 02:21:27,,Y,426910.0,4,N,Y,2012-08-13 00:00:00,,,Y
60,All,All Dealers,,NORTHWEST SAVINGS BANK,209100,2003-10-09 00:00:00,2018-10-17 00:00:00,Y,Y,M,Monthly,ZZ,Not Applicable,N,Y,Y,Z,Z,0.0,0,Broker,D,Default,Z,No investment slip is included,0.0,,0.0,Y,Y,G,N,Z,N,Z,NORTHWEST SAVINGS BANK,237 SECOND AVE,,,,WARREN,PA,16365.0,UNITED STATES,2020-02-25 02:21:27,,Y,426910.0,4,,,,,,Y
61,All,All Dealers,,SUTRO & CO (PERSHING),209132,2002-05-25 00:00:00,2018-10-17 00:00:00,Y,Y,M,Monthly,ZZ,Not Applicable,N,Y,Y,Z,Z,30.0,0,Broker,D,Default,Z,No investment slip is included,0.0,,0.0,Y,Y,G,N,Z,N,Z,SUTRO & CO (PERSHING),(WEXFORD CLEARING SERVICES CORP),1 NEW YORK PLAZA,,,NEW YORK,NY,10004.0,UNITED STATES,2020-02-25 02:21:27,,Y,426910.0,4,,,,,,Y
62,All,All Dealers,03,BNY MELLON,500440,2002-11-21 00:00:00,2015-12-16 00:00:00,Y,Y,M,Monthly,ZZ,Not Applicable,N,Y,Y,Z,Z,440.0,1,Trustee,R,Reject,Z,No investment slip is included,5471.0,,5471.0,Y,Y,B,N,Z,N,Z,BNY MELLON DISTRIBUTORS INC,1700 WEST 82ND ST STE 125,,,,BLOOMINGTON,MN,55431.0,UNITED STATES,2020-02-25 02:21:27,,Y,426910.0,4,N,N,2013-08-15 00:00:00,,,Y
63,All,All Dealers,01,BROADRIDGE,707120,2005-08-26 00:00:00,,Y,Y,M,Monthly,ZZ,Not Applicable,N,Y,Y,Z,Z,5991.0,2,Third Party Administrator,R,Reject,Z,No investment slip is included,0.0,,0.0,Y,Y,B,N,Z,N,Z,ADP INC,PO BOX 28233,,,,NEW YORK,NY,10087.0,UNITED STATES,2020-02-25 02:21:27,,Y,426910.0,4,N,Y,2012-10-24 00:00:00,,,Y
64,All,All Dealers,47,PNC BANK,502616,2002-07-05 00:00:00,,Y,Y,M,Monthly,ZZ,Not Applicable,N,Y,Y,Z,Z,2616.0,1,Trustee,D,Default,Z,No investment slip is included,5471.0,,5471.0,Y,Y,G,N,Z,N,Z,PNC BANK,PO BOX 7780-1888,,,,PHILADELPHIA,PA,19182.0,UNITED STATES,2020-02-25 02:21:27,,Y,426910.0,4,N,Y,2013-08-19 00:00:00,,,Y
65,All,All Dealers,,ANBEE & CO,309016,2007-07-31 00:00:00,2018-10-17 00:00:00,Y,Y,M,Monthly,ZZ,Not Applicable,N,Y,Y,Z,Z,0.0,0,Broker,D,Default,Z,No investment slip is included,0.0,,0.0,Y,Y,G,N,Z,N,Z,ANBEE & CO,2430 W INDIAN TRAIL,STE 201,,,AURORA,IL,60506.0,UNITED STATES,2020-02-25 02:21:27,,Y,426910.0,4,,,,,,Y
66,All,All Dealers,21,BENEFIT TRUST COMPANY,500761,2003-02-20 00:00:00,,Y,Y,M,Monthly,ZZ,Not Applicable,N,Y,Y,Z,Z,761.0,1,Trustee,D,Default,Z,No investment slip is included,5471.0,,5471.0,Y,Y,G,N,Z,N,Z,BENEFIT TRUST COMPANY,5901 COLLEGE BLVD,STE 100,,,OVERLAND PARK,KS,66211.0,UNITED STATES,2020-02-25 02:21:27,,Y,426910.0,4,N,Y,2013-08-15 00:00:00,,,Y
67,All,All Dealers,66,VERTICAL MANAGEMENT SYSTEMS,707122,2003-07-01 00:00:00,,Y,Y,M,Monthly,ZZ,Not Applicable,N,Y,Y,Z,Z,5962.0,2,Third Party Administrator,R,Reject,Z,No investment slip is included,0.0,,0.0,Y,Y,B,N,Z,N,Z,VERTICAL MANAGEMENT SYSTEMS INC,7 N FAIR OAKS AVE,,,,PASADENA,CA,91103.0,UNITED STATES,2020-02-25 02:21:27,,Y,426910.0,4,N,N,2013-08-20 00:00:00,,,Y
68,All,All Dealers,,INDETRUST,309017,2007-07-31 00:00:00,2018-10-17 00:00:00,Y,Y,M,Monthly,ZZ,Not Applicable,N,Y,Y,Z,Z,0.0,0,Broker,D,Default,Z,No investment slip is included,0.0,,0.0,Y,Y,G,N,Z,N,Z,INDETRUST,PO BOX 948,,,,OWENSBORO,KY,42302.0,UNITED STATES,2020-02-25 02:21:27,,Y,426910.0,4,,,,,,Y
69,All,All Dealers,00,ALLEGHENY INVESTMENTS LTD,209005,2007-04-13 00:00:00,2015-02-17 00:00:00,Y,Y,M,Monthly,ZZ,Not Applicable,N,Y,Y,Z,Z,0.0,0,Broker,D,Default,Z,No investment slip is included,0.0,,0.0,Y,Y,G,N,Z,N,Z,ALLEGHENY INVESTMENTS LTD,811 CAMP HORNE ROAD,SUITE 100,,,PITTSBURGH,PA,15237.0,UNITED STATES,2020-02-25 02:21:27,,Y,426910.0,4,N,N,2012-07-16 00:00:00,,,Y
70,All,All Dealers,,DELTA TRUST INV INC,209037,2002-05-25 00:00:00,2019-01-08 00:00:00,Y,Y,M,Monthly,ZZ,Not Applicable,N,Y,Y,Z,Z,30.0,0,Broker,D,Default,Z,No investment slip is included,0.0,,0.0,Y,Y,G,N,Z,N,Z,DELTA TRUST INV INC,401 W CAPITAL AVE STE 505,,,,LITTLE ROCK,AR,72201.0,UNITED STATES,2020-02-25 02:21:27,,Y,426910.0,4,,,,,,Y
71,All,All Dealers,,STANDARD RETIREMENT SERV INC,209069,2004-01-02 00:00:00,2013-09-25 00:00:00,Y,Y,M,Monthly,ZZ,Not Applicable,N,Y,Y,Z,Z,5962.0,0,Broker,D,Default,Z,No investment slip is included,0.0,,0.0,Y,Y,G,N,Z,N,Z,STANDARD RETIREMENT SERV INC,ATTN GEORGE FURMAN,6 PENN CENTER WEST,,,PITTSBURGH,PA,15276.0,UNITED STATES,2020-02-25 02:21:27,,Y,426910.0,4,,,,,,Y
72,All,All Dealers,,PAINE WEBBER,209101,2002-11-21 00:00:00,2013-09-25 00:00:00,Y,Y,M,Monthly,ZZ,Not Applicable,N,Y,Y,Z,Z,440.0,0,Broker,D,Default,Z,No investment slip is included,0.0,,0.0,Y,Y,G,N,Z,N,Z,PAINE WEBBER,ATTN PAT DAWSON,1700 W 82ND ST STE 125,,,BLOOMINGTON,MN,55431.0,UNITED STATES,2020-02-25 02:21:27,,Y,426910.0,4,,,,,,Y
73,All,All Dealers,,STRATEVEST & CO,209133,2005-07-18 00:00:00,2018-10-17 00:00:00,Y,Y,M,Monthly,ZZ,Not Applicable,N,Y,Y,Z,Z,0.0,0,Broker,D,Default,Z,No investment slip is included,0.0,,0.0,Y,Y,G,N,Z,N,Z,STRATEVEST & CO,143 N. MAIN ST.,PO BOX 477,,,CONCORD,NH,3302.0,UNITED STATES,2020-02-25 02:21:27,,Y,426910.0,4,,,,,,Y
74,All,All Dealers,03,BNY MELLON,500954,2004-01-21 00:00:00,,Y,Y,M,Monthly,ZZ,Not Applicable,N,Y,Y,Z,Z,954.0,1,Trustee,R,Reject,Z,No investment slip is included,5471.0,,5471.0,Y,Y,B,N,Z,N,Z,THE BANK OF NEW YORK MELLON,PO BOX 3198,,,,PITTSBURGH,PA,15230.0,UNITED STATES,2020-02-25 02:21:27,,Y,426910.0,4,N,N,2013-08-15 00:00:00,,,Y
75,All,All Dealers,71,COMMERCE BANK NA,502170,2002-05-25 00:00:00,2015-02-12 00:00:00,Y,Y,M,Monthly,ZZ,Not Applicable,N,Y,Y,Z,Z,2170.0,1,Trustee,R,Reject,Z,No investment slip is included,5471.0,,5471.0,Y,Y,B,N,Z,N,Z,COMMERCE BANK NA,TBTS-2,922 WALNUT,,,KANSAS CITY,MO,64106.0,UNITED STATES,2020-02-25 02:21:27,,Y,426910.0,4,N,N,2013-08-19 00:00:00,,,Y
76,All,All Dealers,,STATE BANK OF CROSS PLAINS,309018,2007-07-31 00:00:00,2018-10-17 00:00:00,Y,Y,M,Monthly,ZZ,Not Applicable,N,Y,Y,Z,Z,0.0,0,Broker,D,Default,Z,No investment slip is included,0.0,,0.0,Y,Y,G,N,Z,N,Z,STATE BANK OF CROSS PLAINS,1205 MAIN ST,,,,CROSS PLAINS,WI,53528.0,UNITED STATES,2020-02-25 02:21:27,,Y,426910.0,4,,,,,,Y
77,All,All Dealers,,STATE STREET BANK & TRUST,309019,2007-07-31 00:00:00,2018-10-17 00:00:00,Y,Y,M,Monthly,ZZ,Not Applicable,N,Y,Y,Z,Z,0.0,0,Broker,D,Default,Z,No investment slip is included,0.0,,0.0,Y,Y,G,N,Z,N,Z,STATE STREET BANK & TRUST,805 PENNSYLVANIA AVE,TOWER 2 5TH FL,,,KANSAS CITY,MO,64105.0,UNITED STATES,2020-02-25 02:21:27,,Y,426910.0,4,,,,,,Y
78,All,All Dealers,,MASS MUTUAL LIFE INSURANCE CO,509084,2003-05-23 00:00:00,2011-06-28 00:00:00,Y,Y,M,Monthly,ZZ,Not Applicable,N,Y,Y,Z,Z,5165.0,1,Trustee,D,Default,Z,No investment slip is included,5471.0,,5471.0,Y,Y,G,N,Z,N,Z,MASS MUTUAL LIFE INSURANCE CO,FUND OPERATIONS N255,1295 MAIN ST,,,SPRINGFIELD,MA,1111.0,UNITED STATES,2020-02-25 02:21:27,,Y,426910.0,4,,,,,,Y
79,All,All Dealers,,ALPINE TRUST & ASSET MANAGEMENT,209006,2003-06-25 00:00:00,2018-10-17 00:00:00,Y,Y,M,Monthly,ZZ,Not Applicable,N,Y,Y,Z,Z,0.0,0,Broker,D,Default,Z,No investment slip is included,0.0,,0.0,Y,Y,G,N,Z,N,Z,ALPINE TRUST & ASSET MANAGEMENT,DEFAULT,,,,TOLEDO,OH,60606.0,UNITED STATES,2020-02-25 02:21:27,,Y,426910.0,4,,,,,,Y
80,All,All Dealers,,DUBUQUE BANK & TRUST CO,209038,2004-06-03 00:00:00,2018-10-17 00:00:00,Y,Y,M,Monthly,ZZ,Not Applicable,N,Y,Y,Z,Z,0.0,0,Broker,D,Default,Z,No investment slip is included,0.0,,0.0,Y,Y,G,N,Z,N,Z,DUBUQUE BANK & TRUST CO,PO BOX 747,,,,DUBUQUE,IA,52004.0,UNITED STATES,2020-02-25 02:21:27,,Y,426910.0,4,,,,,,Y
81,All,All Dealers,00,KEY INVESTMENT SERVICES LLC,209070,2006-07-25 00:00:00,,Y,Y,M,Monthly,ZZ,Not Applicable,N,Y,Y,Z,Z,799.0,0,Broker,D,Default,Z,No investment slip is included,0.0,,0.0,Y,Y,G,N,Z,N,Z,KEY INVESTMENT SERVICES LLC,4900 TIEDEMAN RD # OH-01-49-0249,,,,BROOKLYN,OH,44144.0,UNITED STATES,2020-02-25 02:21:27,,Y,426910.0,4,N,Y,2011-09-27 00:00:00,,,Y
82,All,All Dealers,,PAN AMERICAN LIFE INSURANCE CO,209102,2003-04-28 00:00:00,2007-09-26 00:00:00,Y,Y,M,Monthly,ZZ,Not Applicable,N,Y,Y,Z,Z,0.0,0,Broker,D,Default,Z,No investment slip is included,0.0,,0.0,Y,Y,G,N,Z,N,Z,PAN AMERICAN LIFE INSURANCE CO,DEFAULT,,,,OWENS ILLINOIS,OH,60606.0,UNITED STATES,2020-02-25 02:21:27,,Y,426910.0,4,,,,,,Y
83,All,All Dealers,,TARA SECURITIES INC,209134,2003-06-16 00:00:00,2013-09-26 00:00:00,Y,Y,M,Monthly,ZZ,Not Applicable,N,Y,Y,Z,Z,443.0,0,Broker,D,Default,Z,No investment slip is included,0.0,,0.0,Y,Y,G,N,Z,N,Z,TARA SECURITIES INC,1888 CENTURY PARK EAST STE 1110,,,,LOS ANGELES,CA,90067.0,UNITED STATES,2020-02-25 02:21:27,,Y,426910.0,4,,,,,,Y
84,All,All Dealers,23,COMERICA BANK,502108,2002-05-25 00:00:00,,Y,Y,M,Monthly,ZZ,Not Applicable,N,Y,Y,Z,Z,2108.0,1,Trustee,D,Default,Z,No investment slip is included,5471.0,,5471.0,Y,Y,G,N,Z,N,Z,COMERICA BANK,PO BOX 75000,,,,DETROIT,MI,48275.0,UNITED STATES,2020-02-25 02:21:27,,Y,426910.0,4,N,N,2013-08-19 00:00:00,,,Y
85,All,All Dealers,,SUBURBAN BANK & TRUST CO,309020,2007-07-31 00:00:00,2018-10-17 00:00:00,Y,Y,M,Monthly,ZZ,Not Applicable,N,Y,Y,Z,Z,0.0,0,Broker,D,Default,Z,No investment slip is included,0.0,,0.0,Y,Y,G,N,Z,N,Z,SUBURBAN BANK & TRUST CO,9901 S WESTERN AVE,,,,CHICAGO,IL,60643.0,UNITED STATES,2020-02-25 02:21:27,,Y,426910.0,4,,,,,,Y
86,All,All Dealers,14,JP MORGAN,506652,2008-02-15 00:00:00,,Y,Y,M,Monthly,ZZ,Not Applicable,N,Y,Y,Z,Z,6652.0,1,Trustee,D,Default,Z,No investment slip is included,5471.0,,5471.0,Y,Y,G,N,Z,N,Z,JP MORGAN CHASE BANK NA,500 STANTON CHRISTIANA RD,,,,NEWARK,DE,19713.0,UNITED STATES,2020-02-25 02:21:27,,Y,426910.0,4,N,N,2013-08-20 00:00:00,,,Y
87,All,All Dealers,54,RETIREMENT PLAN COMPANY,709050,2003-12-16 00:00:00,2013-12-05 00:00:00,Y,Y,M,Monthly,ZZ,Not Applicable,N,Y,Y,Z,Z,5951.0,2,Third Party Administrator,D,Default,Z,No investment slip is included,0.0,,0.0,Y,Y,G,N,Z,N,Z,"RETIREMENT PLAN COMPANY, LLC",175 FEDERAL ST.,6TH FLOOR,,,BOSTON,MA,2110.0,UNITED STATES,2020-02-25 02:21:27,,Y,426910.0,4,N,Y,2013-08-20 00:00:00,,,Y
88,All,All Dealers,,TCTCO,309021,2007-07-31 00:00:00,2018-10-17 00:00:00,Y,Y,M,Monthly,ZZ,Not Applicable,N,Y,Y,Z,Z,0.0,0,Broker,D,Default,Z,No investment slip is included,0.0,,0.0,Y,Y,G,N,Z,N,Z,TCTCO,200 CRESCENT CT,STE 1200,,,DALLAS,TX,75201.0,UNITED STATES,2020-02-25 02:21:27,,Y,426910.0,4,,,,,,Y
89,All,All Dealers,,AMG (ADMINISTRATIVE MGMT GRP),209007,2005-12-02 00:00:00,2015-03-06 00:00:00,Y,Y,M,Monthly,ZZ,Not Applicable,N,Y,Y,Z,Z,0.0,0,Broker,D,Default,Z,No investment slip is included,0.0,,0.0,Y,Y,G,N,Z,N,Z,AMG (ADMINISTRATIVE MGMT GRP),DEFAULT,,,,ARLINGTON HEIGHTS,IL,60004.0,UNITED STATES,2020-02-25 02:21:27,,Y,426910.0,4,,,,,,Y
90,All,All Dealers,,EMPIRE FINANCIAL,209039,2002-05-25 00:00:00,2018-10-17 00:00:00,Y,Y,M,Monthly,ZZ,Not Applicable,N,Y,Y,Z,Z,331.0,0,Broker,D,Default,Z,No investment slip is included,0.0,,0.0,Y,Y,G,N,Z,N,Z,EMPIRE FINANCIAL,1385 W STATE RD,,,,LONGWOOD,FL,32750.0,UNITED STATES,2020-02-25 02:21:27,,Y,426910.0,4,,,,,,Y
91,All,All Dealers,37,KMS FINANCIAL SERVICES,209071,2003-06-30 00:00:00,2016-06-22 00:00:00,Y,Y,M,Monthly,ZZ,Not Applicable,N,Y,Y,Z,Z,0.0,0,Broker,D,Default,Z,No investment slip is included,0.0,,0.0,Y,Y,G,N,Z,N,Z,KMS FINANCIAL SERVICES,2001 SIXTH AVE. STE 2801,,,,SEATTLE,WA,98121.0,UNITED STATES,2020-02-25 02:21:27,,Y,426910.0,4,,,,,,Y
92,All,All Dealers,,PERKINS COIE FIDUC & INVEST SERV,209103,2003-10-01 00:00:00,2018-10-17 00:00:00,Y,Y,M,Monthly,ZZ,Not Applicable,N,Y,Y,Z,Z,0.0,0,Broker,D,Default,Z,No investment slip is included,0.0,,0.0,Y,Y,G,N,Z,N,Z,PERKINS COIE FIDUC & INVEST SERV,1201 THIRD AVE STE 4800,,,,SEATTLE,WA,98101.0,UNITED STATES,2020-02-25 02:21:27,,Y,426910.0,4,,,,,,Y
93,All,All Dealers,00,TC ADVISORS NETWORK,209135,2003-05-15 00:00:00,2013-09-26 00:00:00,Y,Y,M,Monthly,ZZ,Not Applicable,N,Y,Y,Z,Z,5981.0,0,Broker,D,Default,Z,No investment slip is included,0.0,,0.0,Y,Y,G,N,Z,N,Z,TC ADVISORS NETWORK,7103 SOUTH REVERE PKWY,,,,CENTENNIAL,CO,80112.0,UNITED STATES,2020-02-25 02:21:27,,Y,426910.0,4,U,U,2012-08-23 00:00:00,,,Y
94,All,All Dealers,,DAILY VALUATION CLIENT,209999,2002-11-14 00:00:00,,Y,Y,M,Monthly,ZZ,Not Applicable,N,Y,Y,Z,Z,0.0,0,Broker,D,Default,Z,No investment slip is included,0.0,,0.0,Y,Y,G,N,Z,N,Z,DAILY VALUATION CLIENT,111 S WACKER DR,34TH FL,,,CHICAGO,IL,60606.0,UNITED STATES,2020-02-25 02:21:27,,Y,426910.0,4,,,,,,Y
95,All,All Dealers,,FIRFOR & CO,309022,2007-07-31 00:00:00,2018-10-17 00:00:00,Y,Y,M,Monthly,ZZ,Not Applicable,N,Y,Y,Z,Z,0.0,0,Broker,D,Default,Z,No investment slip is included,0.0,,0.0,Y,Y,G,N,Z,N,Z,FIRFOR & CO,PO BOX 218,,,,JEFFERSON,WI,53549.0,UNITED STATES,2020-02-25 02:21:27,,Y,426910.0,4,,,,,,Y
96,All,All Dealers,12,HAND SECURITIES,505950,2003-08-15 00:00:00,,Y,Y,M,Monthly,ZZ,Not Applicable,N,Y,Y,Z,Z,5950.0,1,Trustee,D,Default,Z,No investment slip is included,5471.0,,5471.0,Y,Y,G,N,Z,N,Z,HAND BENEFITS & TRUST CO,C/O HB&T - KATHY HARVEY,820 GESSNER RD STE 1250,,,HOUSTON,TX,77024.0,UNITED STATES,2020-02-25 02:21:27,,Y,426910.0,4,N,Y,2013-08-20 00:00:00,,,Y
341,All,All Dealers,,ANB 401 & CO,5718,2002-05-25 00:00:00,2011-05-10 00:00:00,Y,Y,M,Monthly,ZZ,Not Applicable,N,Y,Y,Z,Z,0.0,0,Broker,D,Default,Z,No investment slip is included,0.0,,0.0,Y,Y,G,N,Z,N,Z,ANB 401 & CO,DEFAULT,,,,OWENS ILLINOIS,OH,60606.0,UNITED STATES,2020-02-25 02:21:27,,Y,426910.0,4,,,,,,Y
342,All,All Dealers,,LACROSSE & CO,5719,2002-05-25 00:00:00,2006-04-19 00:00:00,Y,Y,M,Monthly,ZZ,Not Applicable,N,Y,Y,Z,Z,0.0,0,Broker,D,Default,Z,No investment slip is included,0.0,,0.0,Y,Y,G,N,Z,N,Z,LACROSSE & CO,311 MAIN STREET,PO BOX 489,,,DEFAULT,OH,60690.0,UNITED STATES,2020-02-25 02:21:27,,Y,426910.0,4,,,,,,Y
343,All,All Dealers,00,AMERICAN PORTFOLIOS FINAN SERV,555,2006-12-26 00:00:00,,Y,Y,M,Monthly,ZZ,Not Applicable,N,Y,Y,Z,Z,555.0,0,Broker,D,Default,Z,No investment slip is included,0.0,,0.0,Y,Y,G,N,Z,N,Z,AMERICAN PORTFOLIOS FINAN SERV,4250 VETERANS MEMORIAL HWY,4TH FLOOR EAST,,,HOLBROOK,NY,11741.0,UNITED STATES,2020-02-25 02:21:27,,Y,426910.0,4,N,N,2011-09-26 00:00:00,,,Y
344,All,All Dealers,00,DAVENPORT & CO LLC,715,2007-10-08 00:00:00,,Y,Y,M,Monthly,ZZ,Not Applicable,N,Y,Y,Z,Z,715.0,0,Broker,D,Default,Z,No investment slip is included,0.0,,0.0,Y,Y,G,N,Z,N,Z,DAVENPORT & CO LLC,901 E CARY ST,12TH FL,,,RICHMOND,VA,23219.0,UNITED STATES,2020-02-25 02:21:27,,Y,426910.0,4,N,N,2011-09-26 00:00:00,,,Y
345,All,All Dealers,14,JP MORGAN,2006,2007-08-16 00:00:00,,Y,Y,M,Monthly,ZZ,Not Applicable,N,Y,Y,Z,Z,2006.0,0,Broker,D,Default,Z,No investment slip is included,0.0,,0.0,Y,Y,G,N,Z,N,Z,JP MORGAN CHASE BANK,1 CHASE MANHATTAN PLAZA,19TH FL,,,NYC,NY,10005.0,UNITED STATES,2020-02-25 02:21:27,,Y,426910.0,4,Y,N,2013-01-22 00:00:00,,,Y
346,All,All Dealers,,LACROSSE & CO,5720,2002-05-25 00:00:00,2006-04-19 00:00:00,Y,Y,M,Monthly,ZZ,Not Applicable,N,Y,Y,Z,Z,0.0,0,Broker,D,Default,Z,No investment slip is included,0.0,,0.0,Y,Y,G,N,Z,N,Z,LACROSSE & CO,FBO OZAUKEE BANK,PO BOX 489,,,LA CROSSE,WI,54602.0,UNITED STATES,2020-02-25 02:21:27,,Y,426910.0,4,,,,,,Y
347,All,All Dealers,,ABN AMRO TRUST SERVICES,5976,2002-05-25 00:00:00,2013-09-26 00:00:00,Y,Y,M,Monthly,ZZ,Not Applicable,N,Y,Y,Z,Z,5976.0,0,Broker,D,Default,Z,No investment slip is included,0.0,,0.0,Y,Y,G,N,Z,N,Z,ABN AMRO TRUST SERVICES,161 NORTH CLARK ST,,,,CHICAGO,IL,60601.0,UNITED STATES,2020-02-25 02:21:27,,Y,426910.0,4,,,,,,Y
348,All,All Dealers,,LACROSSE & CO,5721,2002-05-25 00:00:00,2006-04-19 00:00:00,Y,Y,M,Monthly,ZZ,Not Applicable,N,Y,Y,Z,Z,0.0,0,Broker,D,Default,Z,No investment slip is included,0.0,,0.0,Y,Y,G,N,Z,N,Z,LACROSSE & CO,PO BOX 489,230 FRONT STREET N,,,LA CROSSE,WI,54602.0,UNITED STATES,2020-02-25 02:21:27,,Y,426910.0,4,,,,,,Y
